epoch,step,train_loss
0,49,6.087336540222168
1,99,5.246389865875244
2,149,5.095091819763184
3,199,4.933079719543457
4,249,4.77433443069458
5,299,4.612168312072754
6,349,4.352278709411621
7,399,4.15202522277832
8,449,4.103013515472412
9,499,4.003934860229492
10,549,3.9665493965148926
11,599,3.9320125579833984
12,649,3.9051198959350586
13,699,3.903463363647461
14,749,3.854538679122925
15,799,3.859780788421631
16,849,3.8287694454193115
17,899,3.7660186290740967
18,949,3.7953720092773438
19,999,3.7957353591918945
20,1049,3.76180362701416
21,1099,3.7395989894866943
22,1149,3.734856367111206
23,1199,3.729807138442993
24,1249,3.6889476776123047
25,1299,3.663519859313965
26,1349,3.69447660446167
27,1399,3.667184352874756
28,1449,3.654066562652588
29,1499,3.6165552139282227
30,1549,3.637404441833496
31,1599,3.583766222000122
32,1649,3.5896925926208496
33,1699,3.5628538131713867
34,1749,3.551818609237671
35,1799,3.511362075805664
36,1849,3.5066680908203125
37,1899,3.5179190635681152
38,1949,3.4608261585235596
39,1999,3.4803872108459473
40,2049,3.4664950370788574
41,2099,3.449474811553955
42,2149,3.4360485076904297
43,2199,3.379145622253418
44,2249,3.3977105617523193
45,2299,3.384354591369629
46,2349,3.402651071548462
47,2399,3.3698880672454834
48,2449,3.328981876373291
49,2499,3.3110578060150146
