epoch,step,train_loss
0,49,5.982119560241699
1,99,5.4070281982421875
2,149,5.155323505401611
3,199,5.049534320831299
4,249,5.0120158195495605
5,299,4.963338375091553
6,349,4.9256272315979
7,399,4.876828193664551
8,449,4.861850738525391
9,499,4.882477283477783
10,549,4.81292724609375
11,599,4.807609558105469
12,649,4.811735153198242
13,699,4.7544846534729
14,749,4.799729824066162
15,799,4.810312271118164
16,849,4.759335994720459
17,899,4.751131057739258
18,949,4.759880542755127
19,999,4.730512619018555
