epoch,step,train_loss
0,49,6.130502700805664
1,99,5.716421604156494
2,149,5.5555644035339355
3,199,5.503536224365234
4,249,5.4617390632629395
5,299,5.409630298614502
6,349,5.322548866271973
7,399,5.305657386779785
8,449,5.377142429351807
9,499,5.258916854858398
10,549,5.248665809631348
11,599,5.225146293640137
12,649,5.273035049438477
13,699,5.202552318572998
14,749,5.18853759765625
15,799,5.214703559875488
16,849,5.118466377258301
17,899,5.149916172027588
18,949,5.109744071960449
19,999,5.119264602661133
20,1049,5.1416730880737305
21,1099,5.097497940063477
22,1149,5.06351375579834
23,1199,5.096875190734863
24,1249,5.068466663360596
25,1299,5.069675922393799
26,1349,5.099440097808838
27,1399,5.011338233947754
28,1449,5.025690078735352
29,1499,5.067678928375244
30,1549,5.051954746246338
31,1599,4.970648288726807
32,1649,5.006889820098877
33,1699,4.993927478790283
34,1749,4.948432445526123
35,1799,4.996815204620361
36,1849,4.957963466644287
37,1899,4.9662065505981445
38,1949,4.98019552230835
39,1999,4.9829230308532715
40,2049,4.9479899406433105
41,2099,5.019935131072998
42,2149,4.9384965896606445
43,2199,4.94398307800293
44,2249,4.920797348022461
45,2299,4.906492233276367
46,2349,4.907892227172852
47,2399,4.930488586425781
48,2449,4.916727066040039
49,2499,4.903610706329346
