epoch,step,train_loss
0,49,126.71565246582031
1,99,96.22554016113281
2,149,77.04411315917969
3,199,77.17045593261719
4,249,73.68966674804688
5,299,74.39569091796875
6,349,72.85242462158203
7,399,68.79013061523438
8,449,72.20855712890625
9,499,71.10661315917969
10,549,67.09549713134766
11,599,64.41557312011719
12,649,68.61392211914062
13,699,69.93130493164062
14,749,68.05510711669922
15,799,68.55070495605469
16,849,63.67447280883789
17,899,66.7720947265625
18,949,65.98851013183594
19,999,61.62302780151367
20,1049,67.8614730834961
21,1099,58.78203582763672
22,1149,58.81159973144531
23,1199,61.53098678588867
24,1249,56.823848724365234
25,1299,58.339324951171875
26,1349,60.86628723144531
27,1399,57.225894927978516
28,1449,55.09376907348633
29,1499,55.426448822021484
30,1549,56.326194763183594
31,1599,55.70254898071289
32,1649,52.52657699584961
33,1699,51.665130615234375
34,1749,50.709415435791016
35,1799,52.88673782348633
36,1849,51.761478424072266
37,1899,52.153900146484375
38,1949,49.85325241088867
39,1999,49.83694839477539
40,2049,51.17060089111328
41,2099,45.31980514526367
42,2149,46.35004425048828
43,2199,44.531227111816406
44,2249,45.170372009277344
45,2299,47.934635162353516
46,2349,45.970909118652344
47,2399,44.908233642578125
48,2449,44.546356201171875
49,2499,42.86241149902344
