epoch,step,train_loss
0,49,127.67265319824219
1,99,96.31351470947266
2,149,72.77694702148438
3,199,72.21159362792969
4,249,71.28996276855469
5,299,71.2792739868164
6,349,69.29623413085938
7,399,68.25504302978516
8,449,71.46220397949219
9,499,66.30580139160156
10,549,65.88381958007812
11,599,65.8762435913086
12,649,63.96580123901367
13,699,64.39645385742188
14,749,59.764404296875
15,799,63.411949157714844
16,849,62.938785552978516
17,899,61.93745040893555
18,949,54.34221267700195
19,999,62.153663635253906
20,1049,58.655887603759766
21,1099,59.912200927734375
22,1149,54.4578857421875
23,1199,58.557613372802734
24,1249,58.80126953125
25,1299,54.86555480957031
26,1349,55.903343200683594
27,1399,55.30006790161133
28,1449,52.820743560791016
29,1499,50.33549499511719
30,1549,51.47736740112305
31,1599,50.05936050415039
32,1649,50.586395263671875
33,1699,50.24703598022461
34,1749,49.291439056396484
35,1799,46.329463958740234
36,1849,49.544891357421875
37,1899,46.5096435546875
38,1949,46.941593170166016
39,1999,47.00047302246094
40,2049,49.059974670410156
41,2099,43.52735900878906
42,2149,47.37495040893555
43,2199,43.34922790527344
44,2249,44.29978942871094
45,2299,45.27619171142578
46,2349,42.47954177856445
47,2399,41.45073699951172
48,2449,42.98020553588867
49,2499,42.991031646728516
