epoch,step,train_loss
0,49,6.185469150543213
1,99,5.785280227661133
2,149,5.5972981452941895
3,199,5.5179338455200195
4,249,5.522588729858398
5,299,5.463192939758301
6,349,5.443743705749512
7,399,5.366707801818848
8,449,5.34765625
9,499,5.371154308319092
10,549,5.3314337730407715
11,599,5.327167510986328
12,649,5.258808135986328
13,699,5.318360805511475
14,749,5.29073429107666
15,799,5.2475481033325195
16,849,5.260599136352539
17,899,5.2567572593688965
18,949,5.234373092651367
19,999,5.228802680969238
20,1049,5.223458290100098
21,1099,5.199289321899414
22,1149,5.194680690765381
23,1199,5.2207207679748535
24,1249,5.167522430419922
25,1299,5.190988063812256
26,1349,5.1422271728515625
27,1399,5.175110340118408
28,1449,5.188580513000488
29,1499,5.151480674743652
30,1549,5.157570838928223
31,1599,5.1376824378967285
32,1649,5.117946624755859
33,1699,5.130155086517334
34,1749,5.162204742431641
35,1799,5.089864730834961
36,1849,5.084881782531738
37,1899,5.095384120941162
38,1949,5.133380889892578
39,1999,5.068055152893066
40,2049,5.127978324890137
41,2099,5.1134352684021
42,2149,5.044061183929443
43,2199,5.053851127624512
44,2249,5.07693338394165
45,2299,5.058595180511475
46,2349,5.056708335876465
47,2399,5.052963733673096
48,2449,5.090482234954834
49,2499,5.06187105178833
