epoch,step,train_loss
0,49,129.3908233642578
1,99,108.85626983642578
2,149,81.16605377197266
3,199,76.25276184082031
4,249,69.9821548461914
5,299,73.6017837524414
6,349,73.13142395019531
7,399,69.82678985595703
8,449,72.35977172851562
9,499,67.94652557373047
10,549,68.12104797363281
11,599,67.54693603515625
12,649,67.28424072265625
13,699,67.41681671142578
14,749,66.94856262207031
15,799,68.71784210205078
16,849,65.19449615478516
17,899,64.35696411132812
18,949,66.27767944335938
19,999,61.9088134765625
20,1049,61.571678161621094
21,1099,64.2939224243164
22,1149,62.92951202392578
23,1199,58.37050247192383
24,1249,58.252777099609375
25,1299,57.645748138427734
26,1349,55.938072204589844
27,1399,54.05545425415039
28,1449,60.72438430786133
29,1499,56.613319396972656
30,1549,54.42544937133789
31,1599,52.43500518798828
32,1649,54.136104583740234
33,1699,51.788238525390625
34,1749,51.95445251464844
35,1799,51.1337890625
36,1849,48.659122467041016
37,1899,49.73725128173828
38,1949,49.85249328613281
39,1999,45.227481842041016
40,2049,47.959346771240234
41,2099,52.03895568847656
42,2149,45.71260070800781
43,2199,48.23394012451172
44,2249,46.89564895629883
45,2299,45.343711853027344
46,2349,42.85480499267578
47,2399,44.20682144165039
48,2449,44.084102630615234
49,2499,43.30250549316406
