epoch,step,train_loss
0,49,5.845304489135742
1,99,5.188257217407227
2,149,4.897470474243164
3,199,4.764727592468262
4,249,4.708862781524658
5,299,4.657566070556641
6,349,4.644193649291992
7,399,4.594006538391113
8,449,4.564672470092773
9,499,4.564107894897461
10,549,4.567647457122803
11,599,4.559864044189453
12,649,4.538694858551025
13,699,4.496000289916992
14,749,4.628292083740234
15,799,4.576470851898193
16,849,4.507386684417725
17,899,4.539383888244629
18,949,4.570581436157227
19,999,4.5420427322387695
