epoch,step,train_loss
0,49,5.559853553771973
1,99,4.799336910247803
2,149,4.586887836456299
3,199,4.548098564147949
4,249,4.476088523864746
5,299,4.3946733474731445
6,349,4.381585121154785
7,399,4.384291172027588
8,449,4.33913516998291
9,499,4.313100337982178
10,549,4.279985427856445
11,599,4.266641139984131
12,649,4.230532646179199
13,699,4.230994701385498
14,749,4.260618209838867
15,799,4.217493057250977
16,849,4.173302173614502
17,899,4.124061107635498
18,949,4.126587867736816
19,999,4.145158767700195
20,1049,4.0754194259643555
21,1099,4.150201320648193
22,1149,4.083393096923828
23,1199,4.009068012237549
24,1249,4.045921802520752
25,1299,4.026143550872803
26,1349,3.9800338745117188
27,1399,4.011844158172607
28,1449,4.062174320220947
29,1499,4.034326076507568
30,1549,3.977370500564575
31,1599,3.9117443561553955
32,1649,3.9597983360290527
33,1699,3.9269285202026367
34,1749,3.961503267288208
35,1799,3.888252019882202
36,1849,3.893730878829956
37,1899,3.9674413204193115
38,1949,3.8998725414276123
39,1999,3.9353673458099365
40,2049,3.8822033405303955
41,2099,3.860915422439575
42,2149,3.827605962753296
43,2199,3.8234026432037354
44,2249,3.8243541717529297
45,2299,3.840500593185425
46,2349,3.8207590579986572
47,2399,3.8216147422790527
48,2449,3.8363144397735596
49,2499,3.7881619930267334
