epoch,step,train_loss
0,49,6.0416154861450195
1,99,4.912057876586914
2,149,4.813144683837891
3,199,4.691964626312256
4,249,4.614195346832275
5,299,4.532129764556885
6,349,4.556783676147461
7,399,4.486040115356445
8,449,4.4591498374938965
9,499,4.43267822265625
10,549,4.366032600402832
11,599,4.383906841278076
12,649,4.296324729919434
13,699,4.258520126342773
14,749,4.193181037902832
15,799,4.056574821472168
16,849,4.011909008026123
17,899,3.9973344802856445
18,949,3.9751791954040527
19,999,3.9330358505249023
20,1049,3.905539035797119
21,1099,3.9029245376586914
22,1149,3.876117467880249
23,1199,3.852790594100952
24,1249,3.8373606204986572
25,1299,3.8306827545166016
26,1349,3.8286924362182617
27,1399,3.8094115257263184
28,1449,3.8111300468444824
29,1499,3.8064324855804443
30,1549,3.7959237098693848
31,1599,3.797555923461914
32,1649,3.7912731170654297
33,1699,3.777836561203003
34,1749,3.783052682876587
35,1799,3.758488655090332
36,1849,3.771388292312622
37,1899,3.7559561729431152
38,1949,3.752685308456421
39,1999,3.7636911869049072
40,2049,3.7389109134674072
41,2099,3.7262444496154785
42,2149,3.673931837081909
43,2199,3.716989040374756
44,2249,3.7163479328155518
45,2299,3.7122933864593506
46,2349,3.6983001232147217
47,2399,3.6976981163024902
48,2449,3.6935503482818604
49,2499,3.672430992126465
