epoch,step,train_loss
0,49,5.380085468292236
1,99,4.7288713455200195
2,149,4.590329647064209
3,199,4.528681755065918
4,249,4.552060604095459
5,299,4.4248151779174805
6,349,4.41455078125
7,399,4.3745880126953125
8,449,4.34956169128418
9,499,4.302080154418945
10,549,4.223814487457275
11,599,4.215929985046387
12,649,4.137266635894775
13,699,4.032017230987549
14,749,4.089096546173096
15,799,4.157136917114258
16,849,4.03915548324585
17,899,4.036865711212158
18,949,4.120560169219971
19,999,3.9401254653930664
