epoch,step,train_loss
0,49,6.453709602355957
1,99,5.754292011260986
2,149,5.450206279754639
3,199,5.319708824157715
4,249,5.200088977813721
5,299,5.110866546630859
6,349,5.052839756011963
7,399,5.045962333679199
8,449,5.002504825592041
9,499,4.949375152587891
10,549,4.952374458312988
11,599,4.907805919647217
12,649,4.890664577484131
13,699,4.882321834564209
14,749,4.882387161254883
15,799,4.915239334106445
16,849,4.8389739990234375
17,899,4.8454976081848145
18,949,4.844079494476318
19,999,4.843351364135742
