epoch,step,train_loss
0,49,5.510969638824463
1,99,4.627136707305908
2,149,4.598398208618164
3,199,4.312078475952148
4,249,4.315564155578613
5,299,4.312991619110107
6,349,4.246240139007568
7,399,4.237914085388184
8,449,4.178304672241211
9,499,4.129091262817383
10,549,4.158926963806152
11,599,4.0731425285339355
12,649,3.9940123558044434
13,699,4.088215351104736
14,749,4.021378993988037
15,799,3.993828773498535
16,849,4.0504069328308105
17,899,3.9548046588897705
18,949,3.896083354949951
19,999,3.843174457550049
