epoch,step,train_loss
0,49,6.129719257354736
1,99,5.503779888153076
2,149,5.184776782989502
3,199,4.966161727905273
4,249,4.766278266906738
5,299,4.711801052093506
6,349,4.687907695770264
7,399,4.65959358215332
8,449,4.795449733734131
9,499,4.757305145263672
10,549,4.624754428863525
11,599,4.566134452819824
12,649,4.610898017883301
13,699,4.581903457641602
14,749,4.612252712249756
15,799,4.5880818367004395
16,849,4.572649955749512
17,899,4.57875919342041
18,949,4.529841423034668
19,999,4.46146297454834
