epoch,step,train_loss
0,49,115.91007995605469
1,99,70.21891021728516
2,149,50.611328125
3,199,48.36860275268555
4,249,45.441436767578125
5,299,47.29048156738281
6,349,48.54766082763672
7,399,42.188941955566406
8,449,44.000083923339844
9,499,45.1038818359375
10,549,42.14348220825195
11,599,41.14625930786133
12,649,42.529624938964844
13,699,45.083580017089844
14,749,42.307430267333984
15,799,39.415260314941406
16,849,44.8313102722168
17,899,42.762691497802734
18,949,45.16603469848633
19,999,42.0319709777832
20,1049,40.01333236694336
21,1099,43.59208679199219
22,1149,39.0128059387207
23,1199,41.677547454833984
24,1249,41.12489318847656
25,1299,43.27220153808594
26,1349,39.24570083618164
27,1399,38.636539459228516
28,1449,40.30857849121094
29,1499,41.090274810791016
30,1549,39.82941818237305
31,1599,43.149112701416016
32,1649,41.73967361450195
33,1699,39.651344299316406
34,1749,41.12308120727539
35,1799,39.79363250732422
36,1849,38.52933883666992
37,1899,38.111488342285156
38,1949,38.444522857666016
39,1999,37.6148681640625
40,2049,37.581809997558594
41,2099,38.42359924316406
42,2149,38.428916931152344
43,2199,38.59837341308594
44,2249,36.58232498168945
45,2299,37.1192741394043
46,2349,38.6877555847168
47,2399,39.13378143310547
48,2449,37.039432525634766
49,2499,37.74079895019531
