epoch,step,train_loss
0,49,5.546294689178467
1,99,4.759793281555176
2,149,4.629103183746338
3,199,4.528524398803711
4,249,4.462559700012207
5,299,4.405878067016602
6,349,4.399238109588623
7,399,4.358705520629883
8,449,4.349584579467773
9,499,4.3000617027282715
10,549,4.260613918304443
11,599,4.247986316680908
12,649,4.263986587524414
13,699,4.179859161376953
14,749,4.287033557891846
15,799,4.179824352264404
16,849,4.164144039154053
17,899,4.18294095993042
18,949,4.153491973876953
19,999,4.117373466491699
20,1049,4.114297389984131
21,1099,4.103773593902588
22,1149,4.1113996505737305
23,1199,4.054671287536621
24,1249,4.09018087387085
25,1299,4.073385715484619
26,1349,4.041940212249756
27,1399,4.044620037078857
28,1449,4.018294811248779
29,1499,3.9855990409851074
30,1549,3.964912176132202
31,1599,3.9724385738372803
32,1649,4.005212783813477
33,1699,4.08223819732666
34,1749,3.9504873752593994
35,1799,3.9974350929260254
36,1849,3.926638126373291
37,1899,3.889528274536133
38,1949,3.9183363914489746
39,1999,3.9018166065216064
40,2049,3.8919060230255127
41,2099,3.858577251434326
42,2149,3.8720016479492188
43,2199,3.861870527267456
44,2249,3.8739490509033203
45,2299,3.8797719478607178
46,2349,3.852201223373413
47,2399,3.835221767425537
48,2449,3.8138434886932373
49,2499,3.805325984954834
