epoch,step,train_loss
0,49,6.2869439125061035
1,99,5.896078586578369
2,149,5.7418413162231445
3,199,5.581265926361084
4,249,5.49404764175415
5,299,5.521878719329834
6,349,5.486571788787842
7,399,5.445476531982422
8,449,5.4135212898254395
9,499,5.344266414642334
10,549,5.3193278312683105
11,599,5.3539323806762695
12,649,5.3251471519470215
13,699,5.278491020202637
14,749,5.312666416168213
15,799,5.2671003341674805
16,849,5.2949724197387695
17,899,5.253545761108398
18,949,5.282205581665039
19,999,5.261746406555176
20,1049,5.267693042755127
21,1099,5.2758708000183105
22,1149,5.237518310546875
23,1199,5.240238189697266
24,1249,5.1647138595581055
25,1299,5.18619441986084
26,1349,5.136862277984619
27,1399,5.176305770874023
28,1449,5.177985668182373
29,1499,5.1423211097717285
30,1549,5.145353317260742
31,1599,5.164694786071777
32,1649,5.138488292694092
33,1699,5.094893455505371
34,1749,5.112415790557861
35,1799,5.1048784255981445
36,1849,5.125610828399658
37,1899,5.092373847961426
38,1949,5.093003749847412
39,1999,5.066586971282959
40,2049,5.074835300445557
41,2099,5.116426467895508
42,2149,5.122225761413574
43,2199,5.071081638336182
44,2249,5.07326078414917
45,2299,5.008535385131836
46,2349,5.06089973449707
47,2399,5.037614822387695
48,2449,4.991644859313965
49,2499,5.037357807159424
