epoch,step,train_loss
0,49,6.426330089569092
1,99,6.015738487243652
2,149,5.838228702545166
3,199,5.6937947273254395
4,249,5.686128616333008
5,299,5.581911087036133
6,349,5.532200813293457
7,399,5.549890041351318
8,449,5.529040336608887
9,499,5.49041748046875
10,549,5.477831840515137
11,599,5.4456787109375
12,649,5.431991100311279
13,699,5.3933424949646
14,749,5.401829719543457
15,799,5.381469249725342
16,849,5.3450493812561035
17,899,5.334530830383301
18,949,5.278770923614502
19,999,5.346071243286133
20,1049,5.28324031829834
21,1099,5.296689510345459
22,1149,5.281417369842529
23,1199,5.242514610290527
24,1249,5.248981475830078
25,1299,5.221734523773193
26,1349,5.220758438110352
27,1399,5.177907943725586
28,1449,5.189420700073242
29,1499,5.214527606964111
30,1549,5.1572465896606445
31,1599,5.156632900238037
32,1649,5.151939868927002
33,1699,5.138795375823975
34,1749,5.160890579223633
35,1799,5.122795581817627
36,1849,5.096349716186523
37,1899,5.128954887390137
38,1949,5.060823440551758
39,1999,5.107351303100586
40,2049,5.0878005027771
41,2099,5.050894260406494
42,2149,5.099990367889404
43,2199,5.053747177124023
44,2249,5.062337398529053
45,2299,5.051590919494629
46,2349,5.060054779052734
47,2399,5.032646179199219
48,2449,5.052838325500488
49,2499,5.060727596282959
