epoch,step,train_loss
0,49,5.753427028656006
1,99,4.739099025726318
2,149,4.553972244262695
3,199,4.54200553894043
4,249,4.408947467803955
5,299,4.43828821182251
6,349,4.403252124786377
7,399,4.377157688140869
8,449,4.338007926940918
9,499,4.312803745269775
10,549,4.294553756713867
11,599,4.310626029968262
12,649,4.2775092124938965
13,699,4.247722625732422
14,749,4.276096820831299
15,799,4.250441074371338
16,849,4.188728332519531
17,899,4.2517805099487305
18,949,4.184155464172363
19,999,4.176077842712402
20,1049,4.209402084350586
21,1099,4.2041120529174805
22,1149,4.13643741607666
23,1199,4.068176746368408
24,1249,4.126262664794922
25,1299,4.132966041564941
26,1349,4.150055408477783
27,1399,4.1178059577941895
28,1449,4.114737510681152
29,1499,4.111065864562988
30,1549,4.084293365478516
31,1599,4.095170974731445
32,1649,4.025464057922363
33,1699,3.991758346557617
34,1749,4.014522552490234
35,1799,4.024676322937012
36,1849,4.051791191101074
37,1899,4.025656223297119
38,1949,4.005252838134766
39,1999,4.014461994171143
40,2049,3.943666934967041
41,2099,3.9789845943450928
42,2149,3.9753119945526123
43,2199,3.958254098892212
44,2249,3.9784927368164062
45,2299,3.9659595489501953
46,2349,3.946018695831299
47,2399,4.003235816955566
48,2449,3.9361681938171387
49,2499,3.9095592498779297
