epoch,step,train_loss
0,49,5.622470855712891
1,99,4.786036968231201
2,149,4.641782760620117
3,199,4.522657871246338
4,249,4.508270740509033
5,299,4.429218292236328
6,349,4.393362045288086
7,399,4.44503927230835
8,449,4.374146938323975
9,499,4.349504470825195
10,549,4.354226589202881
11,599,4.385992050170898
12,649,4.339797496795654
13,699,4.274031639099121
14,749,4.248851776123047
15,799,4.223962306976318
16,849,4.240522861480713
17,899,4.219650745391846
18,949,4.193152904510498
19,999,4.189550399780273
20,1049,4.201103687286377
21,1099,4.159290313720703
22,1149,4.134945869445801
23,1199,4.123648166656494
24,1249,4.090792655944824
25,1299,4.0732502937316895
26,1349,4.129883766174316
27,1399,4.054200649261475
28,1449,4.097550868988037
29,1499,4.103044509887695
30,1549,4.065847873687744
31,1599,4.033601760864258
32,1649,4.014861106872559
33,1699,4.032503128051758
34,1749,4.085318088531494
35,1799,4.068078994750977
36,1849,4.017877101898193
37,1899,4.063716411590576
38,1949,3.9845473766326904
39,1999,4.023739814758301
40,2049,3.9641475677490234
41,2099,3.955432415008545
42,2149,3.915739059448242
43,2199,3.967203378677368
44,2249,3.977952480316162
45,2299,3.988039970397949
46,2349,3.974979877471924
47,2399,3.9220824241638184
48,2449,3.960447072982788
49,2499,3.9199161529541016
