epoch,step,train_loss
0,49,6.012689590454102
1,99,5.424718856811523
2,149,5.1290283203125
3,199,5.020644187927246
4,249,4.929747581481934
5,299,4.912489414215088
6,349,4.86443567276001
7,399,4.8716630935668945
8,449,4.811426639556885
9,499,4.842047691345215
10,549,4.83847188949585
11,599,4.764085292816162
12,649,4.80341911315918
13,699,4.782183647155762
14,749,4.741281509399414
15,799,4.729008674621582
16,849,4.738306522369385
17,899,4.667362689971924
18,949,4.655913829803467
19,999,4.690636157989502
