epoch,step,train_loss
0,49,6.1797051429748535
1,99,5.414969444274902
2,149,5.138291835784912
3,199,4.880579948425293
4,249,4.804355621337891
5,299,4.698576927185059
6,349,4.673819065093994
7,399,4.623497486114502
8,449,4.609536647796631
9,499,4.607104301452637
10,549,4.557946681976318
11,599,4.597362041473389
12,649,4.575026035308838
13,699,4.576414585113525
14,749,4.531081676483154
15,799,4.5588908195495605
16,849,4.53684139251709
17,899,4.532318115234375
18,949,4.570248603820801
19,999,4.5266618728637695
