epoch,step,train_loss
0,49,6.260711193084717
1,99,5.727293491363525
2,149,5.445058822631836
3,199,5.260179042816162
4,249,5.123622894287109
5,299,5.0596466064453125
6,349,4.985496997833252
7,399,4.926567554473877
8,449,4.891252517700195
9,499,4.917418003082275
10,549,4.893187046051025
11,599,4.8335185050964355
12,649,4.831540584564209
13,699,4.792086601257324
14,749,4.790236949920654
15,799,4.808216571807861
16,849,4.789070129394531
17,899,4.808655261993408
18,949,4.774177074432373
19,999,4.760382652282715
20,1049,4.732391834259033
21,1099,4.702120304107666
22,1149,4.796320915222168
23,1199,4.738863945007324
24,1249,4.736251354217529
25,1299,4.750065803527832
26,1349,4.713965892791748
27,1399,4.742071628570557
28,1449,4.695486068725586
29,1499,4.730618000030518
30,1549,4.734569072723389
31,1599,4.735259532928467
32,1649,4.663148403167725
33,1699,4.6928935050964355
34,1749,4.66688346862793
35,1799,4.676226615905762
36,1849,4.685589790344238
37,1899,4.686150074005127
38,1949,4.669523239135742
39,1999,4.692904472351074
40,2049,4.684327602386475
41,2099,4.65464973449707
42,2149,4.640380382537842
43,2199,4.652406215667725
44,2249,4.652980327606201
45,2299,4.668885707855225
46,2349,4.598579406738281
47,2399,4.643947601318359
48,2449,4.667001247406006
49,2499,4.641434192657471
