epoch,step,train_loss
0,49,123.06646728515625
1,99,68.37854766845703
2,149,52.68729019165039
3,199,45.03630065917969
4,249,49.93132019042969
5,299,48.026607513427734
6,349,47.0258674621582
7,399,44.172698974609375
8,449,45.3347053527832
9,499,43.2753791809082
10,549,45.77742004394531
11,599,43.047996520996094
12,649,43.2530403137207
13,699,46.09479522705078
14,749,42.035831451416016
15,799,43.35756301879883
16,849,43.0473518371582
17,899,43.71696472167969
18,949,46.97700119018555
19,999,42.36031723022461
20,1049,40.9389533996582
21,1099,38.79436111450195
22,1149,40.87583923339844
23,1199,41.990020751953125
24,1249,44.501792907714844
25,1299,40.070701599121094
26,1349,39.396366119384766
27,1399,39.63751983642578
28,1449,42.86442565917969
29,1499,40.756343841552734
30,1549,42.97492218017578
31,1599,40.383995056152344
32,1649,41.730201721191406
33,1699,39.18732452392578
34,1749,38.25901794433594
35,1799,37.63482666015625
36,1849,38.88972473144531
37,1899,39.43411636352539
38,1949,38.475311279296875
39,1999,38.067718505859375
40,2049,37.970787048339844
41,2099,39.131103515625
42,2149,36.73134994506836
43,2199,38.231746673583984
44,2249,35.803707122802734
45,2299,40.0460090637207
46,2349,36.701141357421875
47,2399,41.2762336730957
48,2449,37.45720672607422
49,2499,37.64231872558594
