epoch,step,train_loss
0,49,6.099312782287598
1,99,5.608710289001465
2,149,5.321615219116211
3,199,5.150080680847168
4,249,5.079630374908447
5,299,5.009758472442627
6,349,4.9286088943481445
7,399,4.949890613555908
8,449,4.889589309692383
9,499,4.852818012237549
10,549,4.851926803588867
11,599,4.819286346435547
12,649,4.809972286224365
13,699,4.820044994354248
14,749,4.758018970489502
15,799,4.777593612670898
16,849,4.762424468994141
17,899,4.760743618011475
18,949,4.763877868652344
19,999,4.768203258514404
