epoch,step,train_loss
0,49,6.158283710479736
1,99,5.717023849487305
2,149,5.575577259063721
3,199,5.525141716003418
4,249,5.5199666023254395
5,299,5.430511951446533
6,349,5.471220016479492
7,399,5.386932373046875
8,449,5.393054008483887
9,499,5.3612751960754395
10,549,5.323601245880127
11,599,5.335134506225586
12,649,5.253354549407959
13,699,5.279567241668701
14,749,5.279743671417236
15,799,5.2229790687561035
16,849,5.2773942947387695
17,899,5.2398881912231445
18,949,5.264875888824463
19,999,5.215545654296875
20,1049,5.1721320152282715
21,1099,5.157405853271484
22,1149,5.224132061004639
23,1199,5.167413711547852
24,1249,5.201964855194092
25,1299,5.185410976409912
26,1349,5.142805576324463
27,1399,5.175045013427734
28,1449,5.120007514953613
29,1499,5.130560398101807
30,1549,5.128950119018555
31,1599,5.205513954162598
32,1649,5.088397026062012
33,1699,5.137775421142578
34,1749,5.137670516967773
35,1799,5.158653736114502
36,1849,5.0958147048950195
37,1899,5.114264011383057
38,1949,5.0912370681762695
39,1999,5.077813625335693
40,2049,5.101150989532471
41,2099,5.089692115783691
42,2149,5.059349536895752
43,2199,5.103722095489502
44,2249,5.086280345916748
45,2299,5.053513050079346
46,2349,5.062994956970215
47,2399,5.069427967071533
48,2449,5.013543605804443
49,2499,5.045921802520752
